EEG Sample Number,EEG Sample Time (s),EEG Signal,Trigger
347,0.6928166999714449,1021,
348,0.695696099952329,1021,
349,0.6983976999763399,1021,
350,0.700189600000158,321,
351,0.701596700004302,1018,
352,0.7031016999972053,4,
353,0.7048764000064693,5,
354,0.7063194999936968,0,
355,0.7075884999940172,0,
356,0.7090973999584094,0,
357,0.7109001000062563,0,
358,0.7155082999961451,0,
359,0.7175734000047669,1017,
360,0.7197597000049427,1018,
361,0.7212816999526694,1019,
362,0.7228143999818712,1022,
363,0.7249553999863565,1021,
364,0.7277743999729864,1022,
365,0.7299806999508291,1022,
366,0.7320211000042036,3,
367,0.7340389000019059,1015,
368,0.7358458999660797,5,
369,0.7379658999852836,4,
370,0.7394713999819942,0,
371,0.741423900006339,0,
372,0.7431917999638245,0,
373,0.7447132999659516,0,
374,0.7464013999560848,0,
375,0.7484480999992229,1017,
376,0.749934499966912,1019,
377,0.7514022999675944,1019,
378,0.752921899955254,1021,
379,0.7549041999736801,1022,
380,0.7570043999585323,1022,
381,0.7592932999832556,1022,
382,0.7611531000002287,1018,
383,0.7626935999724083,1014,
384,0.7645707000046968,4,
385,0.7657628000015393,7,
386,0.7670057999785058,0,
387,0.7688171999761835,0,
388,0.7706326000043191,0,
389,0.772379899979569,0,
390,0.7738993999664672,0,
391,0.7758037999738008,1018,
392,0.7775440999539569,1019,
393,0.7792963999672793,1019,
394,0.7810682999552228,1022,
395,0.7823857999756001,1022,
396,0.7839324999949895,1022,
397,0.7854307999950834,1021,
398,0.7872957999934442,2,
399,0.7895743999979459,1017,
400,0.7913971999660134,4,
401,0.7929695000057109,4,
402,0.7942366999923252,0,
403,0.7955536999506876,0,
404,0.7968835000065155,0,
405,0.7997906999662519,0,
406,0.8012055999715813,0,
407,0.8027986999950372,1018,
408,0.8045452999649569,1019,
409,0.8064998000045307,1019,
410,0.8081784999812953,1021,
411,0.8099869999568909,1022,
412,0.8117203000001609,1021,
413,0.8132582999533042,1021,
414,0.8152494999812916,3,
415,0.8167556999833323,1018,
416,0.8188299000030383,4,
417,0.8206723000039347,0,
418,0.8223927000071853,0,
419,0.824152699962724,0,
420,0.8257519999751821,0,
421,0.8277138999546878,0,
422,0.8289924999698997,0,
423,0.8304527999716811,1017,
424,0.832675899961032,1019,
425,0.8341624999884516,1020,
426,0.8360314999590628,1021,
427,0.8383645999711007,1021,
428,0.8401343000004999,1022,
429,0.8419053999823518,1022,
430,0.8445414999732748,4,
431,0.8460340999881737,1017,
432,0.8474769999738783,4,
433,0.8498433000058867,4,
434,0.8510292999562807,0,
435,0.8528160999994725,0,
436,0.8544213999994099,0,
437,0.8559602999594063,0,
438,0.8577350999694318,0,
439,0.8595440000062808,1017,
440,0.8611509999609552,1019,
441,0.8624873000080697,1019,
442,0.8640595999895595,1021,
443,0.8661294999765232,1022,
444,0.8674391999957152,1021,
445,0.8692589999991469,1021,
446,0.8710694999899715,1018,
447,0.872883899952285,1016,
448,0.8745303999749012,4,
449,0.8764605000033043,1,
450,0.8780711999861524,0,
451,0.8793252999894321,0,
452,0.8807516999659128,0,
453,0.8820036999532022,0,
454,0.8841240999754518,0,
455,0.8859446999849752,1018,
456,0.8879415999981575,1019,
457,0.8897677999921143,1019,
458,0.8915784999844618,1021,
459,0.8937908999505453,1021,
460,0.8951884999987669,1021,
461,0.8965143999666907,1021,
462,0.8977136999601498,3,
463,0.8994027999578975,1017,
464,0.9007985999924131,4,
465,0.9026318999822251,11,
466,0.9041880999575369,0,
467,0.905959099996835,0,
468,0.9077836999786086,0,
469,0.9094253999646753,0,
470,0.9111018999828957,0,
471,0.9123898999532685,1017,
472,0.9144746999954805,1018,
473,0.9163671999704093,1019,
474,0.9178261999622919,1022,
475,0.9197635999880731,1022,
476,0.921563099953346,1022,
477,0.9235219999682158,1021,
478,0.9251932000042871,3,
479,0.9273466999875382,1017,
480,0.9286008999915794,4,
481,0.9298246999969706,0,
482,0.931056700006593,0,
483,0.93229229998542,0,
484,0.9341818999964744,0,
485,0.9354676999500953,0,
486,0.9373013000003994,0,
487,0.9387708999565803,1019,
488,0.9401358999894001,1019,
489,0.9414579999865964,1019,
490,0.9430741999531165,1021,
491,0.944631099991966,1021,
492,0.9461329999612644,1022,
493,0.947443499986548,1021,
494,0.9486650999751873,2,
495,0.950497199955862,1017,
496,0.9517651000060141,4,
497,0.9533255999558605,5,
498,0.9548807999817654,0,
499,0.9566109000006691,0,
500,0.957883299968671,0,
501,0.959141900006216,0,
502,0.9605982999783009,0,
503,0.9618772999965586,1018,
504,0.9635074999532662,1019,
505,0.9649834999581799,1019,
506,0.9663484999909997,1022,
507,0.9679976999759674,1022,
508,0.9693421999691054,1021,
509,0.9706285999855027,1021,
510,0.9718961999751627,921,
511,0.9739243999938481,1019,
512,0.975343799975235,3,
513,0.9771178999799304,0,
514,0.9783033999847248,0,
515,0.979560199950356,0,
516,0.9808023999794386,0,
517,0.9820590000017546,0,
518,0.9837590999668464,0,
519,0.9854553999612108,1018,
520,0.9868494999827817,1019,
521,0.9882537999656051,1020,
522,0.9896730000036769,1021,
523,0.9909982999670319,1022,
524,0.9923555999994278,1022,
525,0.994089099986013,1021,
526,0.9955869999830611,578,
527,0.9971489000017755,1016,
528,0.9984526999760419,3,
529,0.9998633000068367,0,
530,1.0012288999860175,0,
531,1.0027714999741875,0,
532,1.0041142999543808,0,
533,1.0055491999955848,0,
534,1.0068188000004739,0,
535,1.0081692999810912,1018,
536,1.009452499973122,1018,
537,1.0107494999538176,1018,
538,1.0120871999533847,1022,
539,1.0138597000041045,1022,
540,1.0152245999779552,1022,
541,1.0165994999697432,1021,
542,1.017880100000184,2,
543,1.0195498999673873,1017,
544,1.0208479999564588,4,
545,1.0221469999523833,0,
546,1.0237590000033379,0,
547,1.025047099974472,0,
548,1.0262937999796122,0,
549,1.0276137999608181,0,
550,1.0288477999856696,0,
551,1.0302806999534369,1018,
552,1.0317735999706201,1019,
553,1.0332844000076875,1019,
554,1.0349095999845304,1021,
555,1.0365612999885343,1022,
556,1.0378358999732882,1022,
557,1.039143999980297,1021,
558,1.0404375999933109,2,
559,1.0417622999520972,1017,
560,1.0436507999547757,4,
561,1.0455886999843642,2,
562,1.0471027999883518,0,
563,1.0484517999575473,0,
564,1.0496599999605678,0,
565,1.0508459999691695,0,
566,1.0523597999708727,0,
567,1.053745599987451,1018,
568,1.0550675999838859,1019,
569,1.056458199978806,1020,
570,1.0578300000051968,1022,
571,1.059246099961456,1021,
572,1.0606054999516346,1022,
573,1.0618589999503456,1022,
574,1.0634847999899648,1,
575,1.0649669999838807,1017,
576,1.066326799977105,4,
577,1.0677393999649212,6,
578,1.0692854999797419,0,
579,1.0705316999810748,0,
580,1.071743999957107,0,
581,1.0733259999542497,0,
582,1.0749122999841347,0,
583,1.0766482999897562,1018,
584,1.0779063999652863,1018,
585,1.079160699970089,1020,
586,1.0805209999671206,1022,
587,1.081785399990622,1022,
588,1.0834388999501243,1021,
589,1.0849618999636732,1021,
590,1.086740099999588,1016,
591,1.0881291999830864,1017,
592,1.0894977999851108,4,
593,1.091176199959591,0,
594,1.0930018000071868,0,
595,1.0944728999747895,0,
596,1.0957841000054032,0,
597,1.097042599983979,0,
598,1.098426999989897,0,
599,1.0997438000049442,1017,
600,1.1010406999848783,1019,
601,1.1026994999847375,1019,
602,1.1041922000003979,1021,
603,1.1060932999826036,1021,
604,1.1079389000078663,1022,
605,1.1097458999720402,1021,
606,1.1111909999744967,3,
607,1.112616700003855,1016,
608,1.1141535000060685,5,
609,1.115461699955631,6,
610,1.1167959999875166,0,
611,1.1182841999689117,0,
612,1.1205324999755248,0,
613,1.1218487999867648,0,
614,1.1233416000031866,0,
615,1.1247962999623269,1018,
616,1.1271277999621816,1019,
617,1.1284263999550603,1019,
618,1.1298638999578543,1021,
619,1.1311233000014909,1022,
620,1.1325824999948964,1022,
621,1.1342660999507643,1021,
622,1.1363759999512695,1015,
623,1.1377667000051588,1016,
624,1.1394792000064626,4,
625,1.1412103999755345,0,
626,1.1433123999740928,0,
627,1.1447004999499768,0,
628,1.146283299953211,0,
629,1.1478598999674432,0,
630,1.1492089999956079,0,
631,1.1511064000078477,1018,
632,1.1534502999857068,1018,
633,1.154859200003557,1019,
634,1.1569607999990694,1022,
635,1.158757199998945,1021,
636,1.1609845999628305,1021,
637,1.1623024999862537,1022,
638,1.1643173999618739,1,
639,1.1659749999525957,1017,
640,1.1675191999529488,3,
641,1.1696626999764703,0,
642,1.1709136999561451,0,
643,1.172620699973777,0,
644,1.1744864999782294,0,
645,1.176350999972783,0,
646,1.1776915999944322,0,
647,1.1789645999670029,1018,
648,1.1802163999527693,1020,
649,1.1814734999788925,1019,
650,1.1830583999981172,1022,
651,1.1854923999635503,1022,
652,1.1868464999715798,1021,
653,1.1887202999787405,1021,
654,1.1904593000072055,2,
655,1.1925011999555863,1017,
656,1.1941916999639943,4,
657,1.1956963999546133,3,
658,1.197197799978312,0,
659,1.1984190999646671,0,
660,1.1996352999703959,0,
661,1.2012589999940246,0,
662,1.203423400002066,0,
663,1.2050934999715537,1018,
664,1.2071699999505654,1019,
665,1.2095164000056684,1020,
666,1.2111148999538273,1021,
667,1.2126023999881,1022,
668,1.2141936999978498,1021,
669,1.2157985999947414,1021,
670,1.2172316999640316,3,
671,1.2193767999997362,1017,
672,1.2206539000035264,4,
673,1.222549700003583,4,
674,1.2243416999699548,0,
675,1.2260910999611951,0,
676,1.227855000004638,0,
677,1.2291297999909148,0,
678,1.2303694000001997,0,
679,1.2316899999859743,1017,
680,1.2332355999969877,1019,
681,1.234777399979066,1019,
682,1.2361833999748342,1022,
683,1.2376101999543607,1021,
684,1.2393349999911152,1022,
685,1.241149899957236,1022,
686,1.2429313999600708,709,
687,1.2445832999655977,1017,
688,1.2457854999811389,4,
689,1.2469993999693543,0,
690,1.2481790999881923,0,
691,1.249356499989517,0,
692,1.2505441999528557,0,
693,1.2518321999814361,0,
694,1.253284199978225,0,
695,1.2548971999785863,1017,
696,1.2567165999789722,1018,
697,1.258277699991595,1018,
698,1.2598832999938168,1021,
699,1.2616380999679677,1022,
700,1.2629447999643162,1022,
701,1.264452799980063,1022,
702,1.2658031999599189,3,
703,1.2671581999748014,1017,
704,1.2685125999851152,3,
705,1.270150399999693,3,
706,1.271344999957364,0,
707,1.2729660999611951,0,
708,1.2747039999812841,0,
709,1.276005299994722,0,
710,1.2773547999677248,0,
711,1.2786134000052698,1017,
712,1.280012600007467,1020,
713,1.2815401999978349,1020,
714,1.2829350999672897,1021,
715,1.2846354999928735,1022,
716,1.2862179999938235,1022,
717,1.2879166000057012,1021,
718,1.2892099999589846,1,
719,1.2905135999899358,1017,
720,1.2917826999910176,4,
721,1.2949090999900363,3,
722,1.296215599984862,0,
723,1.2975059999735095,0,
724,1.2986907999729738,0,
725,1.3000178000074811,0,
726,1.3012163999956101,0,
727,1.3031737999990582,1017,
728,1.3052658999804407,1018,
729,1.3066290999995545,1019,
730,1.3085044999606907,1022,
731,1.3107481999904849,1022,
732,1.3120845999801531,1022,
733,1.3141275999951176,1022,
734,1.3158529999782331,627,
735,1.3174160000053234,1017,
736,1.3193130999570712,4,
737,1.320929299981799,4,
738,1.3231125999591313,0,
739,1.3246092000044882,0,
740,1.327092299994547,0,
741,1.3283554999507032,0,
742,1.329599499993492,0,
743,1.330926599970553,1018,
744,1.3322407999658026,1019,
745,1.3343970999703743,1020,
746,1.3363251999835484,1022,
747,1.3381389999995008,1021,
748,1.3403568000067025,1021,
749,1.341665199957788,1022,
750,1.3439522999688052,812,
751,1.3452625999925658,1015,
752,1.3466524999821559,4,
753,1.3478995999903418,3,
754,1.3491179999546148,0,
755,1.3503479000064544,0,
756,1.352221799956169,0,
757,1.353792899986729,0,
758,1.3555133999907412,0,
759,1.3577520999824628,1018,
760,1.359053899999708,1019,
761,1.3611734999576584,1020,
762,1.3626678999862634,1022,
763,1.3642171999672428,1022,
764,1.3657645999919623,1022,
765,1.3673067999770865,1021,
766,1.3692384999594651,2,
767,1.3710469999932684,1017,
768,1.3742672000080347,4,
769,1.3758249999955297,6,
770,1.377688999986276,0,
771,1.378909399965778,0,
772,1.3801527000032365,0,
773,1.3813869999721646,0,
774,1.3829283999511972,0,
775,1.3845418999553658,1018,
776,1.3864336999831721,1019,
777,1.3883278999710456,1020,
778,1.3898046999820508,1022,
779,1.3911197999841534,1022,
780,1.3930127999628894,1022,
781,1.394402599951718,1021,
782,1.3956803999608383,2,
783,1.3971483999630436,1017,
784,1.3985168999643065,4,
785,1.3997877999790944,4,
786,1.4010938999708742,0,
787,1.402804599958472,0,
788,1.4043581999721937,0,
789,1.405622799997218,0,
790,1.4071398999658413,0,
791,1.4084278999944218,1017,
792,1.409841199987568,1019,
793,1.4111520999576896,1019,
794,1.41266309999628,1022,
795,1.41478819999611,1021,
796,1.4161741999560036,1022,
797,1.4175151999806985,1022,
798,1.4188366999733262,2,
799,1.420172999962233,1017,
800,1.4217732999823056,4,
801,1.4230163999600336,4,
802,1.4245979999541305,0,
803,1.4261840999824926,0,
804,1.4274725999566726,0,
805,1.4287103999522515,0,
806,1.4299469999969006,0,
807,1.4312750999815762,1016,
808,1.4328931999625638,1018,
809,1.4346840999787673,1020,
810,1.4359718000050634,1022,
811,1.4373507999698631,1021,
812,1.439037100004498,1022,
813,1.440304699994158,1021,
814,1.4416637999820523,1019,
815,1.4432444999692962,1015,
816,1.444718099955935,4,
817,1.4462169999605976,0,
818,1.4475207999930717,0,
819,1.4487631999654695,0,
820,1.4500229999539442,0,
821,1.4513068999513052,0,
822,1.4529345000046305,0,
823,1.4545018000062555,1017,
824,1.4561135999974795,1018,
825,1.4575093999737874,1019,
826,1.4588803999940865,1021,
827,1.460543199966196,1022,
828,1.4618443999788724,1022,
829,1.463524899969343,1021,
830,1.4649727999931201,972,
831,1.4663770999759436,1017,
832,1.467698999971617,4,
833,1.468937499972526,2,
834,1.4701899999636225,0,
835,1.4716259999549948,0,
836,1.4729642999591306,0,
837,1.4746474999701604,0,
838,1.475994799984619,0,
839,1.477395299996715,1019,
840,1.4786947999964468,1019,
841,1.4799964999547228,1019,
842,1.4813020000001416,1022,
843,1.482706099981442,1022,
844,1.4844908999511972,1022,
845,1.4860554999904707,1021,
846,1.487898999999743,3,
847,1.4892163999611512,1017,
848,1.4904991999501362,4,
849,1.4917254999745637,4,
850,1.4938623000052758,0,
851,1.4951475999550894,0,
852,1.4964110999717377,0,
853,1.4976931999553926,0,
854,1.498971699969843,0,
855,1.5002932999632321,1018,
856,1.5016294999513775,1020,
857,1.5032691999804229,1021,
858,1.5050734999822453,1021,
859,1.506418599979952,1022,
860,1.5077654999913648,1022,
861,1.5092072999686934,1022,
862,1.5105265000020154,2,
863,1.5117850999813527,1017,
864,1.513284399989061,3,
865,1.5152942999848165,4,
866,1.5164840999641456,0,
867,1.5176505999988876,0,
868,1.5188321999739856,0,
869,1.5200087999692187,0,
870,1.522468899958767,0,
871,1.5238707999815233,1017,
872,1.5255711000063457,1019,
873,1.5269244999508373,1019,
874,1.52824029995827,1022,
875,1.529492899950128,1021,
876,1.530934199981857,1022,
877,1.532223099959083,1022,
878,1.5337860999861732,988,
879,1.5354172999504954,1017,
880,1.5368896999862045,4,
881,1.5382454000064172,6,
882,1.5394628999638371,0,
883,1.540714200004004,0,
884,1.5419730999856256,0,
885,1.5439757999847643,0,
886,1.5453374999924563,0,
887,1.5467092999606393,1018,
888,1.548083300003782,1019,
889,1.5495477999793366,1020,
890,1.550883099960629,1022,
891,1.5522431999561377,1021,
892,1.5542488999781199,1022,
893,1.5556578999967314,1022,
894,1.557214299973566,2,
895,1.5585127999656834,1017,
896,1.5597308999858797,4,
897,1.5609720000065863,4,
898,1.5625040999730118,0,
899,1.564014000003226,0,
900,1.5652999999583699,0,
901,1.5667242999770679,0,
902,1.567996600002516,0,
903,1.569548700004816,1017,
904,1.5712717999704182,1018,
905,1.5727590000024065,1019,
906,1.57436799997231,1022,
907,1.575818499957677,1022,
908,1.5773199999821372,1022,
909,1.5785932999569923,1021,
910,1.5798489999724552,1018,
911,1.581248099973891,1016,
912,1.5827474999823608,4,
913,1.5843937000026926,0,
914,1.5856254999525845,0,
915,1.5868538999930024,0,
916,1.5883596999919973,0,
917,1.5895468999515288,0,
918,1.5907280999817885,0,
919,1.5919793999637477,1018,
920,1.593989499961026,1019,
921,1.595418599958066,1020,
922,1.5969438999891281,1021,
923,1.5983203999930993,1022,
924,1.5996802999870852,1022,
925,1.600999399961438,1021,
926,1.602237699960824,3,
927,1.603938799991738,1017,
928,1.6055152000044473,4,
929,1.6068089999607764,3,
930,1.6081193999852985,0,
931,1.6093583999900147,0,
932,1.6106176999746822,0,
933,1.611847799969837,0,
934,1.6134594999602996,0,
935,1.6150082999956794,1017,
936,1.6165938999620266,1019,
937,1.6179228999535553,1019,
938,1.6193884999956936,1021,
939,1.6207828999613412,1022,
940,1.6223921999917366,1022,
941,1.6237059999839403,1021,
942,1.6250868999632075,510,
943,1.6264587999903597,1017,
944,1.627698500000406,4,
945,1.6289175999700092,4,
946,1.6301558999693953,0,
947,1.6314991999533959,0,
948,1.6330632999888621,0,
949,1.6346288999775425,0,
950,1.6359208999783732,0,
951,1.6372986999922432,1018,
952,1.6388573999865912,1018,
953,1.6401690999628045,1020,
954,1.6415189999970607,1021,
955,1.643059899972286,1021,
956,1.6447935999603942,1022,
957,1.6462679999531247,1021,
958,1.6476236999733374,3,
959,1.649067299964372,1017,
960,1.650789999985136,3,
961,1.6526004999759607,4,
962,1.6571136999991722,0,
963,1.6587160999770276,0,
964,1.660798099997919,0,
965,1.662073599989526,0,
966,1.6641255999566056,0,
967,1.6654301999951713,1016,
968,1.6667642999673262,1018,
969,1.6680638999678195,1019,
