Trial,Flip,Time
1,1,2.793664800003171
1,2,5.437430000049062
1,3,9.034465900040232
1,4,13.311700400023255
1,5,15.979590600007214
1,6,18.589041400002316
1,7,21.633826500037685
1,8,25.45843340002466
1,9,28.902650100004394
1,10,32.96380940004019
1,11,36.23361420002766
1,12,40.286867600050755
1,13,44.25218170002336
1,14,46.79511740000453
1,15,49.173690400028136
1,16,52.51027460000478
1,17,55.324540100002196
1,18,58.71756000001915
1,19,61.51527240005089
1,20,64.930177000002
