Timestamp(ms),ADC_Value,Voltage(V),PulseDetected,InternalResistance(ohm),Current(A),Power(W)
427061,2496,4.022857142857143,1,355.83806818181813,0.003858506801714405,0.07025667638018443
427920,2699,4.350036630036629,1,399.774664016976,0.0037319708562100753,0.0625352285930216
429639,2546,4.103443223443223,1,367.3102192387346,0.0038246469173258443,0.0680623589831329
430498,2754,4.4386813186813185,1,410.56347791641906,0.003702158455901493,0.060891923769920434
431358,2412,3.8874725274725273,1,335.4941203075531,0.003920049430564506,0.07451695420796668
432217,2608,4.203369963369963,1,380.92477691020633,0.003785226901183253,0.06562975557216941
433077,2286,3.684395604395604,1,302.17489859222144,0.004025198066445062,0.08273354311185512
433936,2463,3.969670329670329,1,348.0112944302956,0.003881953536914881,0.07183674897944249
434795,2663,4.292014652014652,1,392.47158024101327,0.0037524252480459026,0.06369887976257471
435655,2333,3.76014652014652,1,315.02435412851185,0.0039839864330537215,0.07935894375265169
437373,2712,4.37098901098901,1,402.3642397425583,0.003724771453207746,0.06213275815961071
438233,2379,3.8342857142857145,1,327.10879284649775,0.003945991084765299,0.07642717208073262
439092,2559,4.1243956043956045,1,370.2195459874241,0.003816154334830837,0.06752749894207158
439951,2775,4.472527472527473,1,414.57002457002466,0.003691208213165007,0.06030344337106619
440811,2426,3.91003663003663,1,338.9826126058607,0.003909357289707606,0.07375009534506069
441670,2622,4.225934065934065,1,383.90992302891607,0.0037766919886518535,0.06511944208880738
442530,2305,3.7150183150183147,1,307.43245908104905,0.004008233041878171,0.08131867426987988
443389,2480,3.9970695970695966,1,352.0692815249266,0.003869761530201304,0.07100875115180985
445108,2349,3.7859340659340655,1,319.2813189364913,0.003970518679831351,0.07830085419113665
445967,2529,4.076043956043956,1,363.46058449261307,0.0038359426126769354,0.06878324931684056
446826,2733,4.4048351648351645,1,406.4953597445365,0.0037133436545586196,0.06150131705245379
447686,2393,3.8568498168498166,1,330.69444972077645,0.00393485625210585,0.07559848682404219
448545,2586,4.167912087912088,1,376.16852984602406,0.003798905601082059,0.06645957334664113
449405,2279,3.673113553113553,1,300.21580437991145,0.004031556429406996,0.08327343076303695
450264,2444,3.939047619047619,1,343.4090909090909,0.0038958739153532847,0.0727994705493051
451123,2587,4.169523809523809,1,376.38647784376417,0.0037982766339183156,0.0664210896821255
452842,2493,4.018021978021977,1,355.1351055683185,0.003860601089803638,0.07039574406476316
453701,2693,4.3403663003663,1,398.57104277082,0.003735326583526028,0.06272407505122017
454561,2361,3.8052747252747245,1,322.4361788148318,0.003960596253423261,0.07753472359054647
455420,2544,4.10021978021978,1,366.85999142367064,0.003825964550764988,0.06814588830736952
456279,2752,4.4354578754578755,1,410.17871300211414,0.0037032134722984416,0.06094904295989428
457139,2409,3.8826373626373627,1,334.7413109928676,0.003922364449070542,0.07468453751898187
457998,2605,4.198534798534798,1,380.2809282847669,0.0037870728061608163,0.06574087244595968
458858,2285,3.6827838827838826,1,301.89576288044566,0.0040261027933640985,0.08281003933765145
460576,2657,4.282344322344322,1,391.23515927053745,0.0037559104153617726,0.06390018741314761
462295,2511,4.047032967032967,1,359.32768545671775,0.0038481439716590697,0.06957437740491426
463154,2714,4.374212454212453,1,402.76043411268154,0.0037236724235951164,0.062071638330307474
464014,2377,3.831062271062271,1,326.59310819596897,0.003947597667826875,0.07654784921241815
464873,2559,4.1243956043956045,1,370.2195459874241,0.003816154334830837,0.06752749894207158
465732,2770,4.464468864468865,1,413.62159501148676,0.0036937944979797475,0.06044171847290933
466592,2422,3.9035897435897433,1,337.99001576458215,0.00391239363244059,0.07396668195492816
468311,2295,3.6989010989010986,1,304.6761734997028,0.004017109113562696,0.08205433235173668
469170,2476,3.99062271062271,1,351.11947422529,0.0038726083060594742,0.07120083571314294
470029,2672,4.306520146520146,1,394.3158002177463,0.003747238846444037,0.06340095929758502
470889,2340,3.771428571428571,1,316.8939393939394,0.0039780603941896205,0.07889074826679417
471748,2526,4.071208791208791,1,362.7758583459297,0.0038379587462944345,0.06891307518087635
472607,2732,4.4032234432234425,1,406.3000798615732,0.003713882272453034,0.06153087641163527
473467,2389,3.8504029304029306,1,329.67426462194146,0.003938017914767141,0.07583242819596214
474326,2559,4.1243956043956045,1,370.2195459874241,0.003816154334830837,0.06752749894207158
476045,2437,3.9277655677655674,1,341.69545268027,0.003901082733455943,0.07316456746468003
476904,2638,4.251721611721612,1,387.28272106968086,0.0037670949230548334,0.06455232480021214
477764,2311,3.7246886446886442,1,309.07478069312765,0.004002962894844002,0.080886573611523
478623,2491,4.014798534798534,1,354.6655231560891,0.0038620013513692556,0.0704889490738502
479482,2693,4.3403663003663,1,398.57104277082,0.003735326583526028,0.06272407505122017
480342,2359,3.8020512820512815,1,321.9125977879686,0.003962239547148193,0.07766083145483649
481201,2543,4.098608058608058,1,366.6346119472348,0.0038266244857456085,0.06818777929127418
482060,2749,4.43062271062271,1,409.6005158900756,0.0037048000064689125,0.06103507937648507
483779,2601,4.192087912087912,1,379.42015308797306,0.003789543450809048,0.06589001611151492
484639,2281,3.676336996336996,1,300.7767725479255,0.004029733720540673,0.08311812041941012
485498,2454,3.955164835164835,1,345.8401867081574,0.0038885081145273244,0.07228772410158522
486357,2656,4.280732600732601,1,391.02854600219064,0.0037564934388655638,0.06393395125648946
