EEG Sample Number,EEG Sample Time (s),EEG Signal,Trigger
0,0.005236099998001009,1018,
1,0.007128300028853118,1018,
2,0.009170600038487464,1018,
3,0.010838299989700317,1018,
4,0.013004400010686368,1018,
5,0.01532579999184236,1018,
6,0.01709020003909245,1018,
7,0.018971399986185133,1018,
8,0.02079580002464354,1018,
9,0.023748200037516654,1018,
10,0.025399100035429,1018,
11,0.027059399988502264,1018,
12,0.028603299986571074,1018,
13,0.03014789998997003,1018,
14,0.0320757000008598,1017,
15,0.036741800024174154,1018,
16,0.03829210001276806,1018,
17,0.04009770002448931,1018,
18,0.04226270003709942,1018,
19,0.0447588000097312,1018,
20,0.046462400001473725,1018,
21,0.0480546000180766,1018,
22,0.049579599988646805,1018,
23,0.05098810000345111,1018,
24,0.05280320002930239,1018,
25,0.0541660999879241,1018,
26,0.05595730000641197,1018,
27,0.05818280001403764,1018,
28,0.060014399990905076,1018,
29,0.06166110001504421,1018,
30,0.06399460003012791,1018,
31,0.0655160000314936,1018,
32,0.06709740002406761,1018,
33,0.06892320001497865,1018,
34,0.07018460001563653,1018,
35,0.0718951000017114,1017,
36,0.07380910002393648,1016,
37,0.07582810003077611,1016,
38,0.07776210003066808,1016,
39,0.07963029999518767,1016,
40,0.08130540000274777,1016,
41,0.08283369999844581,1016,
42,0.08449830004246905,1016,
43,0.08580950001487508,1016,
44,0.08719350001774728,1016,
45,0.08903999999165535,1016,
46,0.09033889998681843,1016,
47,0.0917073999880813,1016,
48,0.0932720000273548,1016,
49,0.0946010000188835,1016,
50,0.09627270000055432,1016,
51,0.09754580003209412,1016,
52,0.09890179999638349,1016,
53,0.10050870000850409,1015,
54,0.10188740002922714,1015,
55,0.10357480001403019,1016,
56,0.10558700002729893,1016,
57,0.10753630002727732,1016,
58,0.10888300003716722,1016,
59,0.11013300000922754,1016,
60,0.11148150003282353,1016,
61,0.11302869999781251,1016,
62,0.11436450004111975,1016,
63,0.11577350000152364,1016,
64,0.1170882000005804,1016,
65,0.11838659999193624,1016,
66,0.11979760002577677,1016,
67,0.12115800002356991,1016,
68,0.1227472000173293,1016,
69,0.12411340000107884,1016,
70,0.12553389999084175,1016,
71,0.12692180002341047,1016,
72,0.1282527000294067,1016,
73,0.1295749000273645,1016,
74,0.13095399999292567,1016,
75,0.13250030000926927,1015,
76,0.13385039998684078,1016,
77,0.13532599998870865,1016,
78,0.13677580002695322,1016,
79,0.13814090000232682,1016,
80,0.139835599984508,1016,
81,0.14155470003606752,1016,
82,0.14305830001831055,1015,
83,0.14427789999172091,1016,
84,0.14556720003020018,1016,
85,0.14693630003603175,1016,
86,0.14837640000041574,1014,
87,0.14969859999837354,1016,
88,0.15104160003829747,1015,
89,0.152814400033094,1015,
90,0.15407470002537593,1016,
91,0.15546000003814697,1016,
92,0.15705580002395436,1015,
93,0.15826739999465644,1016,
94,0.1594825999927707,1016,
95,0.16068530001211911,1016,
96,0.1624049000092782,1015,
97,0.16388810001080856,1016,
98,0.16555780003545806,1016,
99,0.16699470003368333,1016,
100,0.16840040002716705,1015,
101,0.16960359999211505,1015,
102,0.1708220000145957,1016,
103,0.17274639999959618,1015,
104,0.17405150004196912,1016,
105,0.1760401999927126,1016,
106,0.17804510000860319,1015,
107,0.1800543999997899,1015,
108,0.1814577000332065,1016,
109,0.18299739999929443,1016,
110,0.18435049999970943,1015,
111,0.18561280000722036,1016,
112,0.18755770003190264,1011,
113,0.18998950003879145,1016,
114,0.19134980003582314,1016,
115,0.19292760000098497,1016,
116,0.1942204000079073,1016,
117,0.19563269999343902,1015,
118,0.19692349998513237,1015,
119,0.1983407000079751,1015,
120,0.19966859999112785,1015,
121,0.20109919999958947,1015,
122,0.20262860000366345,1016,
123,0.2041062000207603,1015,
124,0.20543780003208667,1015,
125,0.20722360000945628,1016,
126,0.20885210001142696,1015,
127,0.21031940000830218,1015,
128,0.21175389998825267,1015,
129,0.21343519998481497,1015,
130,0.21477489999961108,1015,
131,0.21622070000739768,1015,
132,0.21748749999096617,1016,
133,0.2189166999887675,1015,
134,0.2201894000172615,1015,
135,0.2217905999859795,1015,
136,0.2237345000030473,1015,
137,0.22534070000983775,1015,
138,0.22739850002108142,1015,
139,0.22911469999235123,1016,
140,0.23051740002119914,1015,
141,0.23197520000394434,1015,
142,0.23382419999688864,1016,
143,0.23510809999424964,1016,
144,0.23642560001462698,1015,
145,0.23823200003243983,1015,
146,0.23992180003551766,1015,
147,0.2420640999916941,1015,
148,0.24364020000211895,1015,
149,0.24546659999759868,1015,
150,0.24692060000961646,1016,
151,0.2482371000223793,1015,
152,0.2495850000414066,1016,
153,0.25098270003218204,1016,
154,0.25242949998937547,1015,
155,0.25392360001569614,1015,
156,0.2561608999967575,1016,
157,0.2574554000166245,1015,
158,0.25892160000512376,1015,
159,0.2603462000261061,1015,
160,0.26242620003176853,1015,
161,0.26425460004247725,1015,
162,0.2656033000093885,1015,
163,0.2669854999985546,1015,
164,0.2683314000023529,1015,
165,0.27041550003923476,1015,
166,0.27288920001592487,1015,
167,0.27479809999931604,1015,
168,0.2764932999853045,1015,
169,0.2783754999982193,1015,
170,0.2803169999970123,1015,
171,0.28165509999962524,1015,
172,0.28331420000176877,1015,
173,0.2847483000368811,1016,
174,0.28602100000716746,1015,
175,0.28797290002694353,1016,
176,0.2903142999857664,1015,
177,0.29179990000557154,1015,
178,0.2938146000378765,1015,
179,0.2952307999948971,1015,
180,0.29649700003210455,1015,
181,0.29785949998768046,1016,
182,0.29921299999114126,1015,
183,0.30054259998723865,1015,
184,0.3022012999863364,1015,
185,0.3037622999981977,1016,
186,0.30529530002968386,1016,
187,0.3067157000186853,1015,
188,0.30819850001716986,1015,
189,0.3095080000348389,1015,
190,0.3108557999948971,1015,
191,0.3126454000012018,1015,
192,0.31399550003698096,1016,
193,0.3156031999969855,1015,
194,0.31710849999217317,1015,
195,0.31839319999562576,1015,
196,0.3197690999950282,1015,
197,0.3211475000134669,1015,
198,0.32271730003412813,1015,
199,0.3240190999931656,1015,
200,0.32538759999442846,1015,
201,0.32686110003851354,1015,
202,0.32825030002277344,1015,
203,0.32950310001615435,1015,
204,0.33085540001047775,1016,
205,0.3323798000346869,1015,
206,0.3339428000035696,1015,
