timestamp_us,adc_value,voltage_V
63601,0,0.0
63726,0,0.0
63851,0,0.0
63976,0,0.0
64106,0,0.0
64231,0,0.0
64356,0,0.0
64481,0,0.0
64606,0,0.0
67091,0,0.0
67218,0,0.0
67343,0,0.0
67469,0,0.0
67594,0,0.0
67719,0,0.0
67844,0,0.0
67969,0,0.0
68099,0,0.0
68224,0,0.0
68349,0,0.0
68474,0,0.0
68599,0,0.0
68724,0,0.0
68850,0,0.0
68975,0,0.0
69104,0,0.0
71598,0,0.0
71725,0,0.0
71850,0,0.0
71976,0,0.0
72105,0,0.0
72230,0,0.0
72355,0,0.0
72480,0,0.0
72605,0,0.0
72731,0,0.0
72856,0,0.0
72981,0,0.0
73110,0,0.0
73235,0,0.0
73360,0,0.0
73486,0,0.0
73611,0,0.0
73736,0,0.0
76228,0,0.0
76355,0,0.0
76481,0,0.0
76606,0,0.0
76731,0,0.0
76856,0,0.0
76981,0,0.0
77111,0,0.0
77236,0,0.0
77361,0,0.0
77486,0,0.0
77611,0,0.0
77736,0,0.0
77861,0,0.0
77987,0,0.0
78117,0,0.0
78242,0,0.0
78367,0,0.0
80845,0,0.0
80973,0,0.0
81103,0,0.0
81228,0,0.0
81353,0,0.0
81478,0,0.0
81603,0,0.0
81728,0,0.0
81853,0,0.0
81979,0,0.0
82108,0,0.0
82233,0,0.0
82358,0,0.0
82483,0,0.0
82609,0,0.0
82734,0,0.0
82859,0,0.0
85348,0,0.0
85475,0,0.0
85601,0,0.0
85726,0,0.0
85851,0,0.0
85976,0,0.0
86105,0,0.0
86230,0,0.0
86356,0,0.0
86481,0,0.0
86606,0,0.0
86731,0,0.0
86856,0,0.0
86982,0,0.0
87111,0,0.0
87236,0,0.0
87361,0,0.0
87486,0,0.0
89968,0,0.0
90100,0,0.0
90225,0,0.0
90350,0,0.0
90475,0,0.0
90600,0,0.0
90726,0,0.0
90851,0,0.0
90976,0,0.0
91105,0,0.0
91230,0,0.0
91355,0,0.0
91481,0,0.0
91606,0,0.0
91731,0,0.0
91856,0,0.0
91981,0,0.0
94478,0,0.0
94605,0,0.0
94730,0,0.0
94856,0,0.0
94981,0,0.0
95110,0,0.0
95235,0,0.0
95360,0,0.0
95486,0,0.0
95611,0,0.0
95736,0,0.0
95861,0,0.0
95987,0,0.0
96116,0,0.0
96241,0,0.0
96366,0,0.0
96492,0,0.0
96617,0,0.0
99108,0,0.0
99235,0,0.0
99361,0,0.0
99486,0,0.0
99611,0,0.0
99736,0,0.0
99861,0,0.0
99987,0,0.0
100116,0,0.0
100242,0,0.0
100367,0,0.0
100492,0,0.0
100617,0,0.0
100743,0,0.0
100869,0,0.0
100995,0,0.0
103478,0,0.0
103605,0,0.0
103731,0,0.0
103856,0,0.0
103981,0,0.0
104111,0,0.0
104236,0,0.0
104361,0,0.0
104487,0,0.0
104612,0,0.0
104737,0,0.0
104863,0,0.0
104992,0,0.0
105122,0,0.0
105247,0,0.0
105372,0,0.0
107870,0,0.0
107997,0,0.0
108127,0,0.0
108252,0,0.0
108377,0,0.0
108503,0,0.0
108628,0,0.0
108753,0,0.0
108880,0,0.0
109006,0,0.0
109135,0,0.0
109260,0,0.0
109385,0,0.0
109511,0,0.0
109636,0,0.0
112128,0,0.0
112256,0,0.0
112381,0,0.0
112506,0,0.0
112631,0,0.0
112757,0,0.0
112886,0,0.0
113016,0,0.0
113141,0,0.0
113266,0,0.0
113392,0,0.0
113517,0,0.0
113642,0,0.0
113767,0,0.0
113895,0,0.0
114024,0,0.0
116505,0,0.0
116633,0,0.0
116758,0,0.0
116886,0,0.0
117016,0,0.0
117141,0,0.0
117267,0,0.0
117392,0,0.0
117517,0,0.0
117642,0,0.0
117768,0,0.0
117895,0,0.0
118025,0,0.0
118150,0,0.0
118275,0,0.0
120768,0,0.0
120898,0,0.0
121027,0,0.0
121153,0,0.0
121278,0,0.0
121403,0,0.0
121528,0,0.0
121654,0,0.0
121779,0,0.0
121907,0,0.0
122037,0,0.0
122162,0,0.0
122288,0,0.0
122413,0,0.0
122538,0,0.0
125022,0,0.0
125150,0,0.0
125275,0,0.0
125400,0,0.0
125526,0,0.0
125651,0,0.0
125776,0,0.0
125904,0,0.0
126034,0,0.0
126159,0,0.0
126284,0,0.0
126409,0,0.0
126535,0,0.0
126660,0,0.0
126785,0,0.0
126913,0,0.0
129408,0,0.0
129536,0,0.0
129661,0,0.0
129786,0,0.0
129914,0,0.0
130043,0,0.0
130169,0,0.0
130294,0,0.0
130419,0,0.0
130544,0,0.0
130670,0,0.0
130795,0,0.0
130924,0,0.0
131054,0,0.0
131179,0,0.0
133668,0,0.0
133796,0,0.0
133926,0,0.0
134056,0,0.0
134181,0,0.0
134306,0,0.0
134432,0,0.0
134557,0,0.0
134682,0,0.0
134807,0,0.0
134937,0,0.0
135066,0,0.0
135192,0,0.0
135317,0,0.0
135442,0,0.0
135567,0,0.0
138070,0,0.0
138198,0,0.0
138323,0,0.0
138448,0,0.0
138573,0,0.0
138699,0,0.0
138824,0,0.0
138954,0,0.0
139084,0,0.0
139209,0,0.0
139334,0,0.0
139459,0,0.0
139585,0,0.0
139710,0,0.0
139835,0,0.0
142328,0,0.0
142456,0,0.0
142581,0,0.0
142706,0,0.0
142832,0,0.0
142960,0,0.0
143090,0,0.0
143215,0,0.0
143340,0,0.0
143465,0,0.0
143591,0,0.0
143716,0,0.0
143841,0,0.0
143967,0,0.0
144096,0,0.0
146578,0,0.0
146706,0,0.0
146831,0,0.0
146960,0,0.0
147090,0,0.0
147215,0,0.0
147340,0,0.0
147466,0,0.0
147591,0,0.0
147716,0,0.0
147841,0,0.0
147967,0,0.0
148096,0,0.0
148222,0,0.0
148347,0,0.0
148472,0,0.0
150968,0,0.0
151100,0,0.0
151225,0,0.0
151350,0,0.0
151475,0,0.0
151601,0,0.0
151726,0,0.0
151851,0,0.0
151977,0,0.0
152106,0,0.0
152231,0,0.0
152356,0,0.0
152482,0,0.0
152607,0,0.0
152732,0,0.0
155228,0,0.0
155356,0,0.0
155481,0,0.0
155606,0,0.0
155731,0,0.0
155857,0,0.0
155983,0,0.0
156112,0,0.0
156237,0,0.0
156363,0,0.0
156488,0,0.0
156613,0,0.0
156738,0,0.0
156864,0,0.0
156993,0,0.0
159478,0,0.0
159605,0,0.0
159731,0,0.0
159856,0,0.0
159982,0,0.0
160111,0,0.0
160236,0,0.0
160362,0,0.0
160487,0,0.0
160612,0,0.0
160737,0,0.0
160863,0,0.0
160993,0,0.0
161122,0,0.0
161247,0,0.0
161373,0,0.0
163870,0,0.0
163997,0,0.0
164127,0,0.0
164252,0,0.0
164377,0,0.0
164503,0,0.0
164628,0,0.0
164753,0,0.0
164880,0,0.0
165006,0,0.0
165135,0,0.0
165260,0,0.0
165386,0,0.0
165511,0,0.0
165636,0,0.0
168128,2530,2.0388278388278387
168256,2478,1.9969230769230768
168382,2398,1.9324542124542123
168508,2344,1.888937728937729
168633,2284,1.8405860805860805
168759,0,0.0
168887,0,0.0
169016,0,0.0
169142,0,0.0
169267,0,0.0
169392,0,0.0
169518,0,0.0
169643,0,0.0
169768,0,0.0
172248,0,0.0
172376,0,0.0
172501,0,0.0
172626,0,0.0
172752,0,0.0
172879,0,0.0
173004,0,0.0
173134,0,0.0
173259,0,0.0
173384,0,0.0
173510,0,0.0
173635,0,0.0
173760,0,0.0
173890,0,0.0
174020,0,0.0
176508,0,0.0
176636,0,0.0
176761,0,0.0
176890,0,0.0
177019,0,0.0
177145,0,0.0
177270,0,0.0
177395,0,0.0
177521,0,0.0
177646,0,0.0
177771,0,0.0
177901,0,0.0
178030,0,0.0
178155,0,0.0
178281,0,0.0
180778,0,0.0
180909,0,0.0
181039,0,0.0
181164,0,0.0
181289,0,0.0
181414,0,0.0
181540,0,0.0
181665,0,0.0
181790,0,0.0
181920,0,0.0
182050,0,0.0
182175,0,0.0
182300,0,0.0
182426,0,0.0
182551,0,0.0
182676,0,0.0
185168,0,0.0
185296,0,0.0
185421,0,0.0
185546,0,0.0
185672,0,0.0
185797,0,0.0
185926,0,0.0
186056,0,0.0
186181,0,0.0
186306,0,0.0
186432,0,0.0
186557,0,0.0
186682,0,0.0
186807,0,0.0
186937,0,0.0
189428,0,0.0
189556,0,0.0
189681,0,0.0
189806,0,0.0
189935,0,0.0
190064,0,0.0
190190,0,0.0
190315,0,0.0
190440,0,0.0
190565,0,0.0
190691,0,0.0
190816,0,0.0
190944,0,0.0
191073,0,0.0
191199,0,0.0
191324,0,0.0
193805,0,0.0
193938,0,0.0
194067,0,0.0
194192,0,0.0
194318,0,0.0
194443,0,0.0
194568,0,0.0
194693,0,0.0
194819,0,0.0
194946,0,0.0
195076,0,0.0
195201,0,0.0
195326,0,0.0
195451,0,0.0
195577,0,0.0
198072,0,0.0
198200,0,0.0
198325,0,0.0
198450,0,0.0
198576,0,0.0
198701,0,0.0
198826,0,0.0
198954,0,0.0
199084,0,0.0
199209,0,0.0
199335,0,0.0
199460,0,0.0
199585,0,0.0
199710,0,0.0
199836,0,0.0
202318,0,0.0
202445,0,0.0
202571,0,0.0
202696,0,0.0
202821,0,0.0
202949,0,0.0
203078,0,0.0
203204,0,0.0
203329,0,0.0
203454,0,0.0
203579,0,0.0
203705,0,0.0
203830,0,0.0
203960,0,0.0
204090,0,0.0
204215,0,0.0
206708,0,0.0
206836,0,0.0
206962,0,0.0
207091,0,0.0
207217,0,0.0
207342,0,0.0
207467,0,0.0
207593,0,0.0
207718,0,0.0
207843,0,0.0
207969,0,0.0
208098,0,0.0
208224,0,0.0
208349,0,0.0
208474,0,0.0
210968,0,0.0
211100,0,0.0
211225,0,0.0
211350,0,0.0
211476,0,0.0
211601,0,0.0
211726,0,0.0
211851,0,0.0
211977,0,0.0
212106,0,0.0
212231,0,0.0
212357,0,0.0
212482,0,0.0
212607,0,0.0
212732,0,0.0
215218,0,0.0
215346,0,0.0
215471,0,0.0
215596,0,0.0
215721,0,0.0
215847,0,0.0
215972,0,0.0
216102,0,0.0
216227,0,0.0
216352,0,0.0
216477,0,0.0
216603,0,0.0
216728,0,0.0
216853,0,0.0
216978,0,0.0
217108,0,0.0
219588,0,0.0
219716,0,0.0
219841,0,0.0
219967,0,0.0
220096,0,0.0
220221,0,0.0
220347,0,0.0
220472,0,0.0
220597,0,0.0
220722,0,0.0
220848,0,0.0
220973,0,0.0
221103,0,0.0
221228,0,0.0
221353,0,0.0
223848,0,0.0
223976,0,0.0
224105,0,0.0
224230,0,0.0
224355,0,0.0
224481,0,0.0
224606,0,0.0
224731,0,0.0
224856,0,0.0
224982,0,0.0
225111,0,0.0
225237,0,0.0
225362,0,0.0
225487,0,0.0
225612,0,0.0
228098,0,0.0
228225,0,0.0
228351,0,0.0
228476,0,0.0
228601,0,0.0
228727,0,0.0
228852,0,0.0
228977,0,0.0
229107,0,0.0
229232,0,0.0
229357,0,0.0
229482,0,0.0
229608,0,0.0
229733,0,0.0
229858,0,0.0
229984,0,0.0
232468,0,0.0
232596,0,0.0
232721,0,0.0
232846,0,0.0
232972,0,0.0
233101,0,0.0
233226,0,0.0
233352,0,0.0
233477,0,0.0
233602,0,0.0
233727,0,0.0
233853,0,0.0
233978,0,0.0
234107,0,0.0
234233,0,0.0
236728,0,0.0
236856,0,0.0
236981,0,0.0
237110,0,0.0
237236,0,0.0
237361,0,0.0
237486,0,0.0
237611,0,0.0
237737,0,0.0
237862,0,0.0
237988,0,0.0
238118,0,0.0
238243,0,0.0
238368,0,0.0
238493,0,0.0
240978,0,0.0
241110,0,0.0
241235,0,0.0
241360,0,0.0
241485,0,0.0
241611,0,0.0
241736,0,0.0
241861,0,0.0
241987,0,0.0
242116,0,0.0
242242,0,0.0
242367,0,0.0
242492,0,0.0
242617,0,0.0
242743,0,0.0
242869,0,0.0
245368,0,0.0
245496,0,0.0
245621,0,0.0
245746,0,0.0
245876,0,0.0
246001,0,0.0
246131,0,0.0
246256,0,0.0
246381,0,0.0
246506,0,0.0
246632,0,0.0
246757,0,0.0
246887,0,0.0
247016,0,0.0
247142,0,0.0
249628,0,0.0
249756,0,0.0
249884,0,0.0
250009,0,0.0
250139,0,0.0
250264,0,0.0
250389,0,0.0
250514,0,0.0
250640,0,0.0
250765,0,0.0
250893,0,0.0
251023,0,0.0
251148,0,0.0
251273,0,0.0
251399,0,0.0
251524,0,0.0
254005,0,0.0
254138,0,0.0
254263,0,0.0
254388,0,0.0
254514,0,0.0
254639,0,0.0
254764,0,0.0
254893,0,0.0
255023,0,0.0
255148,0,0.0
255273,0,0.0
255399,0,0.0
255524,0,0.0
255649,0,0.0
255774,0,0.0
258268,0,0.0
258396,0,0.0
258521,0,0.0
258646,0,0.0
258772,0,0.0
258900,0,0.0
259030,0,0.0
259155,0,0.0
259280,0,0.0
259406,0,0.0
259531,0,0.0
259656,0,0.0
259782,0,0.0
259910,0,0.0
260039,0,0.0
262538,0,0.0
262666,0,0.0
262791,0,0.0
262920,0,0.0
263049,0,0.0
263175,0,0.0
263300,0,0.0
263425,0,0.0
263551,0,0.0
263676,0,0.0
263801,0,0.0
263928,0,0.0
264058,0,0.0
264183,0,0.0
264309,0,0.0
264434,0,0.0
266930,0,0.0
267062,0,0.0
267188,0,0.0
267313,0,0.0
267438,0,0.0
267563,0,0.0
267689,0,0.0
267814,0,0.0
267944,0,0.0
268074,0,0.0
268199,0,0.0
268324,0,0.0
268450,0,0.0
268575,0,0.0
268700,0,0.0
271188,0,0.0
271315,0,0.0
271441,0,0.0
271566,0,0.0
271691,0,0.0
271817,0,0.0
271944,0,0.0
272074,0,0.0
272199,0,0.0
272324,0,0.0
272450,0,0.0
272575,0,0.0
272700,0,0.0
272825,0,0.0
272954,0,0.0
273084,0,0.0
275565,0,0.0
275693,0,0.0
275818,0,0.0
275946,0,0.0
276076,0,0.0
276201,0,0.0
276326,0,0.0
276451,0,0.0
276577,0,0.0
276702,0,0.0
276827,0,0.0
276955,0,0.0
277085,0,0.0
277210,0,0.0
277335,0,0.0
279828,0,0.0
279958,0,0.0
280088,0,0.0
280213,0,0.0
280338,0,0.0
280463,0,0.0
280589,0,0.0
280714,0,0.0
280839,0,0.0
280965,0,0.0
281095,0,0.0
281220,0,0.0
281345,0,0.0
281471,0,0.0
281596,0,0.0
284074,0,0.0
284202,0,0.0
284327,0,0.0
284453,0,0.0
284578,0,0.0
284703,0,0.0
284828,0,0.0
284956,0,0.0
285085,0,0.0
285211,0,0.0
285336,0,0.0
285461,0,0.0
285586,0,0.0
285712,0,0.0
285837,0,0.0
285963,0,0.0
288448,0,0.0
288576,0,0.0
288701,0,0.0
288826,0,0.0
288954,0,0.0
289084,0,0.0
289209,0,0.0
289334,0,0.0
289460,0,0.0
289585,0,0.0
289710,0,0.0
289836,0,0.0
289962,0,0.0
290091,0,0.0
290217,0,0.0
292708,0,0.0
292836,0,0.0
292961,0,0.0
293091,0,0.0
293216,0,0.0
293342,0,0.0
293467,0,0.0
293592,0,0.0
293718,0,0.0
293843,0,0.0
293968,0,0.0
294098,0,0.0
294223,0,0.0
294349,0,0.0
294474,0,0.0
296954,0,0.0
297086,0,0.0
297212,0,0.0
297337,0,0.0
297462,0,0.0
297587,0,0.0
297713,0,0.0
297838,0,0.0
297964,0,0.0
298094,0,0.0
298219,0,0.0
298344,0,0.0
298470,0,0.0
298595,0,0.0
298720,0,0.0
298845,0,0.0
301325,0,0.0
301453,0,0.0
301578,0,0.0
301704,0,0.0
301829,0,0.0
301956,0,0.0
302086,0,0.0
302211,0,0.0
302336,0,0.0
302462,0,0.0
302587,0,0.0
302712,0,0.0
302837,0,0.0
302964,0,0.0
303093,0,0.0
305588,0,0.0
305716,0,0.0
305841,0,0.0
305966,0,0.0
306096,0,0.0
306221,0,0.0
306347,0,0.0
306472,0,0.0
306597,0,0.0
306723,0,0.0
306848,0,0.0
306973,0,0.0
307103,0,0.0
307228,0,0.0
307353,0,0.0
309834,0,0.0
309963,0,0.0
310093,0,0.0
310218,0,0.0
310343,0,0.0
310468,0,0.0
310594,0,0.0
310719,0,0.0
310844,0,0.0
310970,0,0.0
311099,0,0.0
311224,0,0.0
311349,0,0.0
311475,0,0.0
311600,0,0.0
311725,0,0.0
314205,0,0.0
314333,0,0.0
314458,0,0.0
314584,0,0.0
314709,0,0.0
314834,0,0.0
314961,0,0.0
315090,0,0.0
315216,0,0.0
315341,0,0.0
315466,0,0.0
315592,0,0.0
315717,0,0.0
315842,0,0.0
315968,0,0.0
318468,0,0.0
318596,0,0.0
318721,0,0.0
318846,0,0.0
318971,0,0.0
319101,0,0.0
319226,0,0.0
319352,0,0.0
319477,0,0.0
319602,0,0.0
319728,0,0.0
319853,0,0.0
319978,0,0.0
320108,0,0.0
320233,0,0.0
322714,0,0.0
322842,0,0.0
322968,0,0.0
323097,0,0.0
323222,0,0.0
323348,0,0.0
323473,0,0.0
323598,0,0.0
323723,0,0.0
323849,0,0.0
323974,0,0.0
324103,0,0.0
324229,0,0.0
324354,0,0.0
324479,0,0.0
324605,0,0.0
327090,0,0.0
327217,0,0.0
327343,0,0.0
327468,0,0.0
327593,0,0.0
327718,0,0.0
327844,0,0.0
327969,0,0.0
328099,0,0.0
328224,0,0.0
328349,0,0.0
328474,0,0.0
328600,0,0.0
328725,0,0.0
328850,0,0.0
331348,0,0.0
331476,0,0.0
331601,0,0.0
331726,0,0.0
331852,0,0.0
331977,0,0.0
332106,0,0.0
332232,0,0.0
332357,0,0.0
332482,0,0.0
332608,0,0.0
332733,0,0.0
332858,0,0.0
332984,0,0.0
333113,0,0.0
335594,0,0.0
335722,0,0.0
335847,0,0.0
335973,0,0.0
336102,0,0.0
336228,0,0.0
336353,0,0.0
336478,0,0.0
336603,0,0.0
336729,0,0.0
336854,0,0.0
336979,0,0.0
337109,0,0.0
337234,0,0.0
337359,0,0.0
337484,0,0.0
339965,0,0.0
340097,0,0.0
340223,0,0.0
340348,0,0.0
340473,0,0.0
340599,0,0.0
340724,0,0.0
340849,0,0.0
340974,0,0.0
341104,0,0.0
341229,0,0.0
341354,0,0.0
341480,0,0.0
341605,0,0.0
341730,0,0.0
344228,0,0.0
344356,0,0.0
344481,0,0.0
344606,0,0.0
344732,0,0.0
344857,0,0.0
344983,0,0.0
345112,0,0.0
345237,0,0.0
345363,0,0.0
345488,0,0.0
345613,0,0.0
345739,0,0.0
345865,0,0.0
345993,0,0.0
348478,0,0.0
348606,0,0.0
348731,0,0.0
348856,0,0.0
348982,0,0.0
349111,0,0.0
349236,0,0.0
349362,0,0.0
349487,0,0.0
349612,0,0.0
349738,0,0.0
349863,0,0.0
349993,0,0.0
350122,0,0.0
350247,0,0.0
350373,0,0.0
352870,0,0.0
352998,0,0.0
353127,0,0.0
353252,0,0.0
353377,0,0.0
353503,0,0.0
353628,0,0.0
353753,0,0.0
353881,0,0.0
354006,0,0.0
354136,0,0.0
354261,0,0.0
354387,0,0.0
354512,0,0.0
354637,0,0.0
357128,0,0.0
357256,0,0.0
357381,0,0.0
357506,0,0.0
357632,0,0.0
357757,0,0.0
357887,0,0.0
358016,0,0.0
358141,0,0.0
358267,0,0.0
358392,0,0.0
358517,0,0.0
358643,0,0.0
358768,0,0.0
358896,0,0.0
359026,0,0.0
361505,0,0.0
361633,0,0.0
361758,0,0.0
361887,0,0.0
362016,0,0.0
362141,0,0.0
362267,0,0.0
362392,0,0.0
362517,0,0.0
362643,0,0.0
362768,0,0.0
362896,0,0.0
363026,0,0.0
363151,0,0.0
363276,0,0.0
365768,0,0.0
365898,0,0.0
366027,0,0.0
366153,0,0.0
366278,0,0.0
366403,0,0.0
366529,0,0.0
366654,0,0.0
366779,0,0.0
366910,0,0.0
367039,0,0.0
367165,0,0.0
367290,0,0.0
367415,0,0.0
367541,0,0.0
370032,0,0.0
370159,0,0.0
370285,0,0.0
370410,0,0.0
370535,0,0.0
370661,0,0.0
370786,0,0.0
370913,0,0.0
371043,0,0.0
371168,0,0.0
371293,0,0.0
371419,0,0.0
371544,0,0.0
371669,0,0.0
371794,0,0.0
371924,0,0.0
374405,0,0.0
374533,0,0.0
374658,0,0.0
374784,0,0.0
374911,0,0.0
375041,0,0.0
375166,0,0.0
375291,0,0.0
375417,0,0.0
375542,0,0.0
375667,0,0.0
375792,0,0.0
375920,0,0.0
376050,0,0.0
376175,0,0.0
378668,0,0.0
378796,0,0.0
378924,0,0.0
379054,0,0.0
379179,0,0.0
379305,0,0.0
379430,0,0.0
379555,0,0.0
379681,0,0.0
379806,0,0.0
379935,0,0.0
380064,0,0.0
380189,0,0.0
380315,0,0.0
380440,0,0.0
382938,0,0.0
383069,0,0.0
383195,0,0.0
383320,0,0.0
383445,0,0.0
383570,0,0.0
383696,0,0.0
383821,0,0.0
383949,0,0.0
384078,0,0.0
384204,0,0.0
384329,0,0.0
384454,0,0.0
384580,0,0.0
384705,0,0.0
384830,0,0.0
387328,0,0.0
387456,0,0.0
387581,0,0.0
387706,0,0.0
387832,0,0.0
387960,0,0.0
388090,0,0.0
388215,0,0.0
388340,0,0.0
388465,0,0.0
388591,0,0.0
388716,0,0.0
388841,0,0.0
388967,0,0.0
389096,0,0.0
391588,0,0.0
391716,0,0.0
391841,0,0.0
391966,0,0.0
392096,0,0.0
392221,0,0.0
392347,0,0.0
392472,0,0.0
392597,0,0.0
392723,0,0.0
392848,0,0.0
392973,0,0.0
393103,0,0.0
393228,0,0.0
393353,0,0.0
393479,0,0.0
395965,0,0.0
396098,0,0.0
396223,0,0.0
396348,0,0.0
396473,0,0.0
396599,0,0.0
396724,0,0.0
396849,0,0.0
396975,0,0.0
397104,0,0.0
397229,0,0.0
397355,0,0.0
397480,0,0.0
397605,0,0.0
397731,0,0.0
400228,0,0.0
400356,0,0.0
400481,0,0.0
400606,0,0.0
400732,0,0.0
400857,0,0.0
400983,0,0.0
401112,0,0.0
401237,0,0.0
401363,0,0.0
401488,0,0.0
401613,0,0.0
401738,0,0.0
401864,0,0.0
401992,0,0.0
404478,0,0.0
404606,0,0.0
404731,0,0.0
404856,0,0.0
404982,0,0.0
405111,0,0.0
405236,0,0.0
405362,0,0.0
405487,0,0.0
405612,0,0.0
405738,0,0.0
405863,0,0.0
405992,0,0.0
406122,0,0.0
406247,0,0.0
406372,0,0.0
408870,0,0.0
408998,0,0.0
409127,0,0.0
409252,0,0.0
409378,0,0.0
409503,0,0.0
409628,0,0.0
409753,0,0.0
409881,0,0.0
410006,0,0.0
410136,0,0.0
410262,0,0.0
410387,0,0.0
410512,0,0.0
410637,0,0.0
413128,0,0.0
413256,0,0.0
413381,0,0.0
413506,0,0.0
413631,0,0.0
413757,0,0.0
413887,0,0.0
414016,0,0.0
414142,0,0.0
414267,0,0.0
414392,0,0.0
414517,0,0.0
414643,0,0.0
414768,0,0.0
414896,0,0.0
415026,0,0.0
417506,0,0.0
417633,0,0.0
417759,0,0.0
417887,0,0.0
418016,0,0.0
418141,0,0.0
418267,0,0.0
418392,0,0.0
418517,0,0.0
418643,0,0.0
418768,0,0.0
418896,0,0.0
419026,0,0.0
419151,0,0.0
419276,0,0.0
421768,0,0.0
421898,0,0.0
422027,0,0.0
422153,0,0.0
422278,0,0.0
422403,0,0.0
422528,0,0.0
422654,0,0.0
422779,0,0.0
422908,0,0.0
423037,0,0.0
423163,0,0.0
423288,0,0.0
423413,0,0.0
423538,0,0.0
426032,0,0.0
426160,0,0.0
426285,0,0.0
426410,0,0.0
426535,0,0.0
426661,0,0.0
426786,0,0.0
426913,0,0.0
427043,0,0.0
427168,0,0.0
427293,0,0.0
427419,0,0.0
427544,0,0.0
427669,0,0.0
427794,0,0.0
427924,0,0.0
430405,0,0.0
430533,0,0.0
430659,0,0.0
430784,0,0.0
430911,0,0.0
431041,0,0.0
431166,0,0.0
431292,0,0.0
431417,0,0.0
431542,0,0.0
431667,0,0.0
431793,0,0.0
431921,0,0.0
432050,0,0.0
432176,0,0.0
434668,0,0.0
434796,0,0.0
434926,0,0.0
435056,0,0.0
435181,0,0.0
435306,0,0.0
435432,0,0.0
435557,0,0.0
435682,0,0.0
435808,0,0.0
435937,0,0.0
436066,0,0.0
436192,0,0.0
436317,0,0.0
436442,0,0.0
438938,0,0.0
439069,0,0.0
439195,0,0.0
439320,0,0.0
439445,0,0.0
439571,0,0.0
439696,0,0.0
439821,0,0.0
439949,0,0.0
440079,0,0.0
440204,0,0.0
440329,0,0.0
440455,0,0.0
440580,0,0.0
440705,0,0.0
440830,0,0.0
443328,0,0.0
443456,0,0.0
443581,0,0.0
443706,0,0.0
443832,0,0.0
443960,0,0.0
444090,0,0.0
444215,0,0.0
444340,0,0.0
444465,0,0.0
444591,0,0.0
444716,0,0.0
444841,0,0.0
444967,0,0.0
445096,0,0.0
447588,0,0.0
447716,0,0.0
447841,0,0.0
447966,0,0.0
448096,0,0.0
448222,0,0.0
448347,0,0.0
448472,0,0.0
448597,0,0.0
448723,0,0.0
448848,0,0.0
448973,0,0.0
449103,0,0.0
449228,0,0.0
449353,0,0.0
449479,0,0.0
451965,0,0.0
452097,0,0.0
452223,0,0.0
452348,0,0.0
