timestamp_us,adc_value,voltage_V
25292,0,0.0
25691,0,0.0
25816,0,0.0
25944,0,0.0
26073,0,0.0
26198,0,0.0
26324,0,0.0
26449,0,0.0
26574,0,0.0
26699,0,0.0
26824,0,0.0
26954,0,0.0
27083,0,0.0
27209,0,0.0
27334,0,0.0
27459,0,0.0
27584,0,0.0
27709,0,0.0
27834,0,0.0
27961,0,0.0
30460,0,0.0
30588,0,0.0
30713,0,0.0
30838,0,0.0
30964,0,0.0
31093,0,0.0
31218,0,0.0
31343,0,0.0
31468,0,0.0
31593,0,0.0
31719,0,0.0
31844,0,0.0
31969,0,0.0
32098,0,0.0
32223,0,0.0
32348,0,0.0
32474,0,0.0
34955,0,0.0
35086,0,0.0
35212,0,0.0
35337,0,0.0
35462,0,0.0
35587,0,0.0
35712,0,0.0
35837,0,0.0
35963,0,0.0
36093,0,0.0
36218,0,0.0
36343,0,0.0
36468,0,0.0
36593,0,0.0
36718,0,0.0
36843,0,0.0
36969,0,0.0
37098,0,0.0
39595,0,0.0
39722,0,0.0
39847,0,0.0
39972,0,0.0
40102,0,0.0
40227,0,0.0
40352,0,0.0
40477,0,0.0
40603,0,0.0
40728,0,0.0
40853,0,0.0
40978,0,0.0
41107,0,0.0
41232,0,0.0
41358,0,0.0
41483,0,0.0
41608,0,0.0
41733,0,0.0
44212,0,0.0
44340,0,0.0
44465,0,0.0
44590,0,0.0
44715,0,0.0
44840,0,0.0
44965,0,0.0
45095,0,0.0
45220,0,0.0
45345,0,0.0
45470,0,0.0
45596,0,0.0
45721,0,0.0
45846,0,0.0
45971,0,0.0
46100,0,0.0
46226,0,0.0
48715,0,0.0
48842,0,0.0
48968,0,0.0
49097,0,0.0
49222,0,0.0
49347,0,0.0
49472,0,0.0
49597,0,0.0
49722,0,0.0
49848,0,0.0
49973,0,0.0
50102,0,0.0
50228,0,0.0
50353,0,0.0
50478,0,0.0
50603,0,0.0
50728,0,0.0
50853,0,0.0
53332,0,0.0
53459,0,0.0
53585,0,0.0
53710,0,0.0
53835,0,0.0
53961,0,0.0
54091,0,0.0
54216,0,0.0
54341,0,0.0
54466,0,0.0
54592,0,0.0
54717,0,0.0
54842,0,0.0
54967,0,0.0
55097,0,0.0
55222,0,0.0
55347,0,0.0
57835,0,0.0
57963,0,0.0
58092,0,0.0
58218,0,0.0
58343,0,0.0
58468,0,0.0
58593,0,0.0
58718,0,0.0
58843,0,0.0
58968,0,0.0
59098,0,0.0
59223,0,0.0
59348,0,0.0
59473,0,0.0
59598,0,0.0
59723,0,0.0
59848,0,0.0
59974,0,0.0
62475,0,0.0
62602,0,0.0
62727,0,0.0
62853,0,0.0
62978,0,0.0
63107,0,0.0
63232,0,0.0
63357,0,0.0
63482,0,0.0
63607,0,0.0
63733,0,0.0
63858,0,0.0
63984,0,0.0
64113,0,0.0
64238,0,0.0
64363,0,0.0
64488,0,0.0
64613,0,0.0
67096,0,0.0
67223,0,0.0
67348,0,0.0
67474,0,0.0
67599,0,0.0
67724,0,0.0
67849,0,0.0
67974,0,0.0
68103,0,0.0
68229,0,0.0
68354,0,0.0
68479,0,0.0
68604,0,0.0
68729,0,0.0
68854,0,0.0
68979,0,0.0
69109,0,0.0
71595,0,0.0
71722,0,0.0
71847,0,0.0
71973,0,0.0
72102,0,0.0
72227,0,0.0
72352,0,0.0
72478,0,0.0
72603,0,0.0
72728,0,0.0
72853,0,0.0
72978,0,0.0
73107,0,0.0
73233,0,0.0
73358,0,0.0
73483,0,0.0
73608,0,0.0
73733,0,0.0
76212,0,0.0
76340,0,0.0
76465,0,0.0
76590,0,0.0
76715,0,0.0
76840,0,0.0
76965,0,0.0
77095,0,0.0
77220,0,0.0
77345,0,0.0
77470,0,0.0
77596,0,0.0
77721,0,0.0
77846,0,0.0
77971,0,0.0
78101,0,0.0
78226,0,0.0
80715,0,0.0
80842,0,0.0
80968,0,0.0
81097,0,0.0
81222,0,0.0
81347,0,0.0
81472,0,0.0
81597,0,0.0
81723,0,0.0
81848,0,0.0
81973,0,0.0
82103,0,0.0
82228,0,0.0
82353,0,0.0
82478,0,0.0
82603,0,0.0
82728,0,0.0
82854,0,0.0
85335,0,0.0
85462,0,0.0
85588,0,0.0
85713,0,0.0
85838,0,0.0
85963,0,0.0
86093,0,0.0
86218,0,0.0
86343,0,0.0
86468,0,0.0
86594,0,0.0
86719,0,0.0
86844,0,0.0
86969,0,0.0
87098,0,0.0
87224,0,0.0
87349,0,0.0
89845,0,0.0
89972,0,0.0
90102,0,0.0
90227,0,0.0
90352,0,0.0
90477,0,0.0
90602,0,0.0
90727,0,0.0
90852,0,0.0
90978,0,0.0
91107,0,0.0
91232,0,0.0
91357,0,0.0
91482,0,0.0
91607,0,0.0
91732,0,0.0
91858,0,0.0
91983,0,0.0
94475,0,0.0
94602,0,0.0
94727,0,0.0
94853,0,0.0
94978,0,0.0
95107,0,0.0
95232,0,0.0
95357,0,0.0
95482,0,0.0
95608,0,0.0
95733,0,0.0
95858,0,0.0
95984,0,0.0
96113,0,0.0
96238,0,0.0
96363,0,0.0
96488,0,0.0
96613,0,0.0
99096,0,0.0
99223,0,0.0
99349,0,0.0
99474,0,0.0
99599,0,0.0
99724,0,0.0
99849,0,0.0
99974,0,0.0
100103,0,0.0
100229,0,0.0
100354,0,0.0
100479,0,0.0
100604,0,0.0
100730,0,0.0
100855,0,0.0
100980,0,0.0
103475,0,0.0
103602,0,0.0
103728,0,0.0
103853,0,0.0
103978,0,0.0
104108,0,0.0
104233,0,0.0
104358,0,0.0
104483,0,0.0
104609,0,0.0
104734,0,0.0
104859,0,0.0
104985,0,0.0
105114,0,0.0
105240,0,0.0
107725,0,0.0
107852,0,0.0
107978,0,0.0
108107,0,0.0
108232,0,0.0
108358,0,0.0
108483,0,0.0
108608,0,0.0
108733,0,0.0
108859,0,0.0
108985,0,0.0
109114,0,0.0
109239,0,0.0
109364,0,0.0
109490,0,0.0
109615,0,0.0
112095,0,0.0
112223,0,0.0
112348,0,0.0
112473,0,0.0
112598,0,0.0
112724,0,0.0
112849,0,0.0
112974,0,0.0
113103,0,0.0
113229,0,0.0
113354,0,0.0
113479,0,0.0
113604,0,0.0
113730,0,0.0
113855,0,0.0
116335,0,0.0
116462,0,0.0
116588,0,0.0
116713,0,0.0
116838,0,0.0
116964,0,0.0
117093,0,0.0
117219,0,0.0
117344,0,0.0
117469,0,0.0
117594,0,0.0
117720,0,0.0
117845,0,0.0
117970,0,0.0
118099,0,0.0
120578,0,0.0
120706,0,0.0
120831,0,0.0
120959,0,0.0
121089,0,0.0
121214,0,0.0
121340,0,0.0
121465,0,0.0
121590,0,0.0
121715,0,0.0
121841,0,0.0
121966,0,0.0
122096,0,0.0
122221,0,0.0
122346,0,0.0
122472,0,0.0
124956,0,0.0
125088,0,0.0
125213,0,0.0
125338,0,0.0
125464,0,0.0
125589,0,0.0
125714,0,0.0
125839,0,0.0
125965,0,0.0
126095,0,0.0
126220,0,0.0
126345,0,0.0
126471,0,0.0
126596,0,0.0
126721,0,0.0
129215,0,0.0
129342,0,0.0
129468,0,0.0
129593,0,0.0
129718,0,0.0
129843,0,0.0
129969,0,0.0
130098,0,0.0
130223,0,0.0
130349,0,0.0
130474,0,0.0
130599,0,0.0
130725,0,0.0
130850,0,0.0
130975,0,0.0
133458,0,0.0
133586,0,0.0
133711,0,0.0
133836,0,0.0
133962,0,0.0
134092,0,0.0
134217,0,0.0
134343,0,0.0
134468,0,0.0
134593,0,0.0
134718,0,0.0
134844,0,0.0
134969,0,0.0
135098,0,0.0
135224,0,0.0
135349,0,0.0
137832,0,0.0
137961,0,0.0
